USER,2022-08_ALLOCATIONS,2022-08_CURTAILMENT,2022-08_DEMAND,2022-08_SHORTAGE_%,2022-09_ALLOCATIONS,2022-09_CURTAILMENT,2022-09_DEMAND,2022-09_SHORTAGE_%,2022-10_ALLOCATIONS,2022-10_CURTAILMENT,2022-10_DEMAND,2022-10_SHORTAGE_%,BASIN,PRIORITY
S008593,0.258809667,0,0.258809667,0,0.258809667,0,0.258809667,0,0.128381667,0,0.128381667,0,R_20,10000000
S009168,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S009324,0.093601,0,0.093601,0,0.093601,0,0.093601,0,0.062912333,0,0.062912333,0,R_20,10000000
S009689,1.890626616e-05,1,2.022e-05,6.4971999999999985,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_24,10000000
S012930,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S013563,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,R_16,10000000
S013709,0.021971,0,0.021971,0,0.017688333,0,0.017688333,0,0.01166,0,0.01166,0,R_16,10000000
S013760,0.001666667,0,0.001666667,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S013814,0.97,0,0.97,0,0.97,0,0.97,0,0.97,0,0.97,0,R_16,10000000
S013850,0.225566667,0,0.225566667,0,0.2116,0,0.2116,0,0.237666667,0,0.237666667,0,R_21,10000000
S014058,1.3666666669999998,0,1.3666666669999998,0,1.6333333330000002,0,1.6333333330000002,0,0.6333333329999999,0,0.6333333329999999,0,R_16,10000000
S014070,15.13318333048875,1,17.73333333,14.662500000000003,11.3,0,11.3,0,1.0,0,1.0,0,R_23,10000000
S014075,14.87941223688324,1,15.91333333,6.4972,4.756666667,0,4.756666667,0,1.046666667,0,1.046666667,0,R_24,10000000
S014076,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S014479,0.046,0,0.046,0,0.046,0,0.046,0,0.046,0,0.046,0,R_21,10000000
S015821,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_28,10000000
S015844,0.3577503,0,0.3577503,0,0.1828853,0,0.1828853,0,0.1844503,0,0.1844503,0,R_21,10000000
S015862,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_17,10000000
S015872,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_25,10000000
S015885,0.0467514,1,0.05,6.497200000000008,0.05,0,0.05,0,0.1,0,0.1,0,R_24,10000000
S015886,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S015887,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.033333333,0,0.033333333,0,R_24,10000000
S015895,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S015906,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S015908,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S015916,0.435888,0,0.435888,0,0.450650333,0,0.450650333,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S015923,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S015948,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S015955,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_19,10000000
S015981,1.890626616e-05,1,2.022e-05,6.4971999999999985,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_24,10000000
S015997,0.0935028,1,0.1,6.497200000000008,0.133333333,0,0.133333333,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S016025,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S016134,0.024127667,0,0.024127667,0,0.024127667,0,0.024127667,0,0.024127667,0,0.024127667,0,R_18,10000000
S016328,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S016628,0.020224,0,0.020224,0,0.014914667,0,0.014914667,0,0.015457,0,0.015457,0,R_22,10000000
S016699,0.000695667,0,0.000695667,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_28,10000000
S016700,0.005063333,0,0.005063333,0,0.005258,0,0.005258,0,0.005135333,0,0.005135333,0,R_28,10000000
S016778,0.00017255242499999998,1,0.00020219999999999998,14.662500000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_23,10000000
S016779,0.00017255242499999998,1,0.00020219999999999998,14.662500000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_23,10000000
S016853,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S016892,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_14,10000000
S017651,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S018142,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_22,10000000
S018153,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S018190,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S018205,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_22,10000000
S018671,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_20,10000000
S018674,0.0051,0,0.0051,0,0.0051,0,0.0051,0,0.0047,0,0.0047,0,R_20,10000000
S018677,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_20,10000000
S019190,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S019193,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S019205,0.00017255242499999998,1,0.00020219999999999998,14.662500000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_23,10000000
S019232,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S019312,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S019406,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.066666667,0,0.066666667,0,R_16,10000000
S019409,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.1,0,0.1,0,R_16,10000000
S019412,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.066666667,0,0.066666667,0,R_16,10000000
S019697,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_26,10000000
S019762,0.00017255242499999998,1,0.00020219999999999998,14.662500000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_23,10000000
S019926,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_15,10000000
S019972,1.836666667,0,1.836666667,0,1.5866666669999998,0,1.5866666669999998,0,0.59,0,0.59,0,R_16,10000000
S020134,0.029154443,0,0.029154443,0,0.029154443,0,0.029154443,0,0.029154443,0,0.029154443,0,R_16,10000000
S021485,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_18,10000000
S022128,0.120723646500324,1,0.129112333,6.497200000000001,0.03288,0,0.03288,0,0.029479667,0,0.029479667,0,R_24,10000000
S022309,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_22,10000000
S022310,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_22,10000000
S022557,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S022558,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S022559,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S022560,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S022561,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S022703,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.1,0,0.1,0,R_16,10000000
S022713,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_25,10000000
S022777,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S022832,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S023512,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_17,10000000
S023513,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_17,10000000
S023514,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_17,10000000
S023515,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_17,10000000
S023678,1.34,0,1.34,0,0.966666667,0,0.966666667,0,0.706666667,0,0.706666667,0,R_16,10000000
S023680,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S023682,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S023707,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S023849,1.833333333,0,1.833333333,0,0.333333333,0,0.333333333,0,0.666666667,0,0.666666667,0,R_25,10000000
S024280,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_21,10000000
S024769,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.007339794,0,0.007339794,0,R_20,10000000
S024770,0.003631591,0,0.003631591,0,0.003790225,0,0.003790225,0,0.006802701,0,0.006802701,0,R_20,10000000
S024858,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S025197,0.7400823329999999,0,0.7400823329999999,0,0.589993333,0,0.589993333,0,0.581891333,0,0.581891333,0,R_21,10000000
S025227,0.091439667,0,0.091439667,0,0.083153667,0,0.083153667,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S025228,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_16,10000000
S025235,0.039456667,0,0.039456667,0,0.039456667,0,0.039456667,0,0.039456667,0,0.039456667,0,R_16,10000000
S025236,0.024664667,0,0.024664667,0,0.027704000000000003,0,0.027704000000000003,0,0.036011333,0,0.036011333,0,R_18,10000000
S025237,0.035200091,0,0.035200091,0,0.034064604,0,0.034064604,0,0.023783845,0,0.023783845,0,R_18,10000000
S025242,0.069,0,0.069,0,0.066,0,0.066,0,0.069,0,0.069,0,R_16,10000000
S025250,0.007570667,0,0.007570667,0,0.005114667,0,0.005114667,0,0.004398667,0,0.004398667,0,R_18,10000000
S025251,0.005421667,0,0.005421667,0,0.005327,0,0.005327,0,0.004910333,0,0.004910333,0,R_16,10000000
S025263,0.014270326000000003,0,0.014270326000000003,0,0.013809972,0,0.013809972,0,0.014270326000000003,0,0.014270326000000003,0,R_18,10000000
S025270,0.2579905,0,0.2579905,0,0.2579905,0,0.2579905,0,0.2579905,0,0.2579905,0,R_16,10000000
S025300,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_16,10000000
S025354,0.2925,0,0.2925,0,0.2925,0,0.2925,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S025398,0.49,0,0.49,0,0.483333333,0,0.483333333,0,0.423333333,0,0.423333333,0,R_16,10000000
S025471,0.0014343329519999999,1,0.001534,6.497200000000008,0.001534,0,0.001534,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S025553,0.195993667,0,0.195993667,0,0.245199,0,0.245199,0,0.068207,0,0.068207,0,R_17,10000000
S025590,0.029766417000000007,0,0.029766417000000007,0,0.029357417,0,0.029357417,0,0.026595417000000003,0,0.026595417000000003,0,R_18,10000000
S025675,0.0015783272639999998,1,0.0016879999999999998,6.4972,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S025689,0.00018906266159999998,1,0.00020219999999999998,6.497200000000003,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_24,10000000
S025698,0.0006695492400719999,1,0.0007160739999999999,6.497200000000003,0.0007160739999999999,0,0.0007160739999999999,0,0.000358037,0,0.000358037,0,R_24,10000000
S025702,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_18,10000000
S025703,0.013172,0,0.013172,0,0.010879,0,0.010879,0,0.00963,0,0.00963,0,R_18,10000000
S025714,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S025769,0.001434800466,1,0.0015345,6.4972,0.0015345,0,0.0015345,0,0.000614,0,0.000614,0,R_24,10000000
S025792,0.073,0,0.073,0,0.069666667,0,0.069666667,0,0.05766666700000001,0,0.05766666700000001,0,R_18,10000000
S025816,0.033758,0,0.033758,0,0.033758,0,0.033758,0,0.033758,0,0.033758,0,R_21,10000000
S025818,0.070249333,0,0.070249333,0,0.058022667,0,0.058022667,0,0.051361333,0,0.051361333,0,R_16,10000000
S025827,0.021817319688324,1,0.023333333,6.497200000000005,0.023333333,0,0.023333333,0,0.006666666999999999,0,0.006666666999999999,0,R_24,10000000
S025833,0.006137887,0,0.006137887,0,0.005892321,0,0.005892321,0,0.0057232540000000005,0,0.0057232540000000005,0,R_18,10000000
S025834,0.004664903,0,0.004664903,0,0.003114962,0,0.003114962,0,0.00316611,0,0.00316611,0,R_18,10000000
S025847,0.5207390000000001,0,0.5207390000000001,0,0.459934,0,0.459934,0,0.435393,0,0.435393,0,R_18,10000000
S025883,0.0014764092120000002,1,0.001579,6.497199999999996,0.001579,0,0.001579,0,0.000789333,0,0.000789333,0,R_24,10000000
S025889,0.053333333,0,0.053333333,0,0.04,0,0.04,0,0.026666667,0,0.026666667,0,R_18,10000000
S025890,0.00012283700000000002,0,0.00012283700000000002,0,6.13e-05,0,6.13e-05,0,6.12519e-05,0,6.12519e-05,0,R_18,10000000
S025891,0.0322818417,1,0.034525,6.497199999999998,0.034525,0,0.034525,0,0.034525,0,0.034525,0,R_24,10000000
S025893,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S026037,0.005396667,0,0.005396667,0,0.0060033330000000005,0,0.0060033330000000005,0,0.00102,0,0.00102,0,R_18,10000000
S026496,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_20,10000000
S026639,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_26,10000000
S026695,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_22,10000000
S026735,0.052201333,0,0.052201333,0,0.052201333,0,0.052201333,0,0.052201333,0,0.052201333,0,R_20,10000000
S026781,0.0025,0,0.0025,0,0.0025,0,0.0025,0,0.0025,0,0.0025,0,R_20,10000000
S026853,0.28,0,0.28,0,0.28,0,0.28,0,0.18,0,0.18,0,R_18,10000000
S026903,0.088997748,0,0.088997748,0,0.07672219599999999,0,0.07672219599999999,0,0.06137775700000001,0,0.06137775700000001,0,R_20,10000000
S027297,0.05524,0,0.05524,0,0.05524,0,0.05524,0,0.05524,0,0.05524,0,R_18,10000000
S027326,0.006456368339999999,1,0.006905,6.497200000000007,0.006905,0,0.006905,0,0.006138,0,0.006138,0,R_24,10000000
S027330,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S027331,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S027385,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_27,10000000
S027435,0.052026,0,0.052026,0,0.051496000000000014,0,0.051496000000000014,0,0.03653,0,0.03653,0,R_18,10000000
S027438,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,R_20,10000000
S027456,0.02104280514,1,0.022505,6.497200000000007,0.020459,0,0.020459,0,0.018924667,0,0.018924667,0,R_24,10000000
S027500,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,0.03375776,0,R_20,10000000
S027654,0.025,0,0.025,0,0.025,0,0.025,0,0.01,0,0.01,0,R_28,10000000
S027768,1.890626616e-05,1,2.022e-05,6.4971999999999985,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_24,10000000
S027883,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_18,10000000
S027934,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,2.022e-05,0,R_16,10000000
S027965,0.00271391877,1,0.0029025,6.497200000000003,0.0029025,0,0.0029025,0,0.0029025,0,0.0029025,0,R_24,10000000
S028035,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
S028289,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,0.00020219999999999998,0,R_18,10000000
