USER,RIPARIAN,BASIN,MAINSTEM_RR,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
S014322,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015228,Y,R_04_M,Y,Y,10000000,RIPARIAN,4.853333333,4.763333333,4.063333333,5.076666667,30.698,51.95333333,61.906000000000006,69.92566667,53.424,21.84733333,36.48266667,21.43533333,N,N,N
S015362,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.006666666999999999,0.14,1.093333333,0.06,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S015532,Y,R_04_M,Y,Y,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S015800,Y,R_04_M,Y,Y,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S016366,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S016367,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,1.8833333330000002,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S016368,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S016369,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.09,0.036666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S016370,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S020709,Y,R_04_M,Y,Y,10000000,RIPARIAN,7.06,4.84,6.436666667000001,23.74833333,33.67833333,44.325,19.215,10.125,10.125,0.0002022,1.106666667,9.09,N,N,N
S021381,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,20.66666667,17.0,4.333333333,0.0002022,0.0002022,0.0002022,N,N,N
S021384,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,5.666666667,4.333333333,1.333333333,0.0002022,0.0002022,0.0002022,N,N,N
S021385,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S021475,Y,R_04_M,Y,Y,10000000,RIPARIAN,19.45566667,16.33466667,17.097,18.871,13.51533333,25.842,29.39666667,32.19533333,32.6066,14.48,8.12,5.833333333,N,N,N
S026217,Y,R_04_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,3.9772,3.9772,3.9772,3.9772,3.9772,3.9772,0.0002022,0.0002022,N,N,N
S028323,Y,R_04_M,Y,Y,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S008075,Y,R_05_M,Y,Y,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S008082,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015238,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,1.333333333,1.6666666669999999,1.6666666669999999,1.333333333,1.6666666669999999,1.6666666669999999,1.333333333,1.333333333,0.666666667,0.0002022,0.0002022,N,N,N
S015677,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.033333333,0.0002022,0.0002022,3.0,3.133333333,3.066666667,0.666666667,0.5,0.0002022,0.0002022,N,N,N
S015690,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.032566667,4.33e-05,0.0869,0.097233333,0.196866667,0.002633333,0.012333333,0.0002022,0.003166667,0.0002022,0.0002022,0.0002022,N,N,N
S015691,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.97,0.0002022,0.0002022,N,N,Y
S015805,Y,R_05_M,Y,Y,10000000,RIPARIAN,1.6666666669999999,1.6666666669999999,2.0,2.333333333,2.833333333,3.0,3.0,3.0,3.0,3.0,2.0,1.6666666669999999,N,N,N
S015806,Y,R_05_M,Y,Y,10000000,RIPARIAN,1.333333333,1.6666666669999999,1.6666666669999999,2.166666667,2.333333333,2.333333333,2.666666667,2.333333333,2.333333333,2.0,1.6666666669999999,1.6666666669999999,N,N,N
S016329,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.7333333329999999,0.9,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S016352,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.083,0.24533333300000001,0.026000000000000002,1.276666667,1.516666667,1.9333333330000002,1.136666667,2.563333333,1.66,0.0002022,N,N,N
S016671,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,10.33333333,0.0002022,N,N,Y
S017791,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S019291,Y,R_05_M,Y,Y,10000000,RIPARIAN,1.51,1.385,2.2993333330000003,1.793333333,4.259666667,8.733333333,7.632000000000001,9.022333332999999,3.952,1.6306666669999998,1.57,1.138666667,N,N,N
S021309,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.333333333,0.8666666670000001,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S022725,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S022726,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S024370,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S024597,Y,R_05_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.033333333,0.46666666700000003,0.3,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S018130,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.066666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.066666667,0.0002022,N,N,Y
S018154,Y,R_06_M,Y,Y,10000000,RIPARIAN,2.8,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,3.9666666669999997,N,N,Y
S015047,Y,R_06_M,Y,Y,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S008074,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015041,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.18,0.053333333,0.49,4.366666667,9.576666667000001,4.116666667,5.92,0.0002022,2.49,0.0002022,N,N,N
S015042,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.066666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S015043,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.036666667,0.08,0.28,0.5166666670000001,1.306666667,1.25,1.0633333329999999,0.45333333299999995,0.35,0.0002022,N,N,N
S015184,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,1.1,10.96666667,12.3,23.43333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S015199,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015200,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.04,0.006666666999999999,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S015201,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.11,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S015202,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.006666666999999999,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S015313,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015314,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,4.1,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S015315,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015316,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015317,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015318,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.2,0.0002022,0.166666667,0.133333333,3.933333333,15.3,1.6,0.0002022,0.0002022,0.0002022,N,N,N
S015349,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.666666667,0.0002022,0.0002022,1.033333333,0.9,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S015477,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015478,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015479,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015480,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015924,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,4.02,7.41,2.963333333,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S018136,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.006666666999999999,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S018139,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S019196,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.966666667,0.46666666700000003,N,N,Y
S019932,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S020788,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,2.715965333,0.132985,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S022008,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,1.033333333,1.6666666669999999,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S024444,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S024466,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S024467,Y,R_06_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S013696,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,7.4,8.2,8.2,8.2,5.2,5.0,0.0002022,0.0002022,N,N,N
S014005,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,34.86666667,9.166666667000001,0.0002022,11.53666667,34.70333333,19.87333333,1.8666666669999998,0.0002022,0.0002022,N,N,N
S014071,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.1,0.46666666700000003,0.066666667,0.0002022,0.333333333,1.033333333,0.1,0.166666667,3.7,1.533333333,0.7666666670000001,0.0002022,N,N,N
S014072,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.166666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.566666667,0.8,N,N,Y
S014073,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.46666666700000003,0.0002022,0.033333333,0.7333333329999999,1.133333333,2.8,2.2,2.1,1.1,1.3,0.0002022,N,N,N
S014074,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.176666667,0.066666667,0.003333333,0.07,0.533333333,0.8666666670000001,0.8666666670000001,0.8,0.956666667,0.36666666700000006,0.0002022,N,N,N
S014077,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.033333333,0.9,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.6333333330000002,0.7333333329999999,0.0002022,N,N,Y
S014078,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.333333333,1.266666667,0.4,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.2,0.5,0.0002022,N,N,Y
S014079,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.333333333,1.266666667,0.7333333329999999,0.0002022,3.0333333330000003,3.8,6.2,3.333333333,0.36666666700000006,0.0002022,0.0002022,N,N,N
S014200,Y,R_09_M,Y,Y,10000000,RIPARIAN,6.4896400000000005,3.914875333,2.326666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S015816,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.104798333,1.104798333,1.104798333,0.36826633299999995,0.0002022,0.0002022,0.0002022,N,N,N
S015874,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.566666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S015884,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.10273099999999999,0.119251,0.209317,0.198714,0.166671,0.130412,0.0002022,0.0002022,N,N,N
S015990,Y,R_09_M,Y,Y,10000000,RIPARIAN,1.45,1.45,1.53,1.9533333330000002,2.193333333,2.01,2.226666667,1.42,1.4533333330000002,1.8533333330000001,1.733333333,0.923333333,N,N,N
S016045,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.004,0.002,0.008183667,0.24229,0.316501667,1.1755229999999999,1.5314006669999998,0.793577667,0.381600667,0.029056332999999997,0.0002022,N,N,N
S017987,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S017990,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.2,0.0002022,0.1,0.163333333,0.34333333299999996,0.5066666670000001,0.7666666670000001,0.683333333,0.37,0.0002022,0.0002022,N,N,N
S017993,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.056666667000000004,0.056666667000000004,0.056666667000000004,0.056666667000000004,0.056666667000000004,0.173333333,0.173333333,0.173333333,0.173333333,0.173333333,0.056666667000000004,0.056666667000000004,N,N,N
S017995,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,2.4,0.0002022,1.266666667,2.33,4.223333333,6.1166666670000005,9.283333333,8.543333333,4.353333333,0.1,0.0002022,N,N,N
S018710,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.2,0.2,0.1,1.0,2.433333333,4.233333333,3.933333333,0.966666667,0.233333333,0.0002022,N,N,N
S021480,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.40666666700000004,3.35,6.24,4.45,3.193333333,0.0002022,0.0002022,0.0002022,N,N,N
S022013,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.5,1.033333333,0.333333333,0.666666667,1.0,3.7,2.7,0.4,0.1,0.0002022,N,N,N
S022014,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,3.33333e-05,N,N,Y
S022464,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.030688999999999998,0.0002022,0.692994333,1.042647333,1.9518196669999999,2.2423263330000003,2.032029,0.915158667,0.507250333,0.0002022,N,N,N
S022523,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.013333333000000001,0.006666666999999999,0.006666666999999999,0.02,0.026666667,0.043333332999999995,0.06,0.043333332999999995,0.04,0.046666667,0.033333333,0.023333332999999998,N,N,N
S022868,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.06333333299999999,0.666666667,1.166666667,1.6633333330000002,2.36,1.213333333,0.6333333329999999,0.0002022,N,N,N
S022869,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S022870,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S023695,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.2,0.033333333,0.233333333,0.966666667,0.966666667,3.633333333,5.366666667,3.2,0.3,0.7333333329999999,0.0002022,N,N,N
S023696,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.3,0.0002022,0.26666666699999997,0.5,1.4333333330000002,1.9,3.3,3.133333333,0.7333333329999999,0.46666666700000003,0.0002022,N,N,N
S023697,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.033333333,0.0002022,0.1,0.0002022,1.9333333330000002,2.933333333,4.6,2.8,0.6333333329999999,0.3,0.0002022,N,N,N
S024509,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.033333333,0.333333333,1.2,1.3,1.4,1.233333333,0.6333333329999999,0.533333333,0.0002022,N,N,N
S024681,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.133333333,1.266666667,2.9666666669999997,3.5333333330000003,2.266666667,0.966666667,0.26666666699999997,0.0002022,N,N,N
S024682,Y,R_09_M,Y,Y,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.166666667,0.6,0.566666667,0.4,0.4,0.26666666699999997,0.0002022,N,N,N
