USER,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
A025823A01,N,R_01,N,Y,574.0,1971-1990,0.66,1.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.66,N,N,Y
A025823A02,N,R_01,N,Y,575.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A025823A03,N,R_01,N,Y,576.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A025823B,N,R_01,N,Y,577.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026022A,N,R_01,N,Y,584.0,1971-1990,20.16,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A026022B,N,R_01,N,Y,585.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026055A,N,R_01,N,Y,586.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026055B,N,R_01,N,Y,587.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026079,N,R_01,N,Y,588.0,1971-1990,0.51,0.51,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.17,N,N,Y
A026110,N,R_01,N,Y,589.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026143,N,R_01,N,Y,591.0,1971-1990,2.73,0.33,0.53,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A026201,N,R_01,N,Y,596.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0006905,N,N,Y
A026250,N,R_01,N,Y,598.0,1971-1990,1.83,3.0,1.83,0.66,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A026927,N,R_01,N,Y,606.0,1971-1990,0.5,0.46,0.8,0.0002022,0.66,0.0002022,0.0002022,0.0002022,0.0002022,0.08,1.83,2.33,N,N,N
A027036,N,R_01,N,Y,608.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A027301,N,R_01,N,Y,611.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A027460,N,R_01,N,Y,614.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.002148333,0.002148333,0.002148333,0.002148333,0.002148333,0.002148333,0.0002022,0.16,N,N,N
A027791,N,R_01,N,Y,622.0,1971-1990,8.62,7.56,4.46,3.06,1.42,0.0002022,0.0002022,0.01,0.01,0.0002022,2.4,3.64,N,N,N
A028127,N,R_01,N,Y,630.0,1971-1990,16.0,21.33,4.66,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,4.66,2.33,N,N,Y
A028632,N,R_01,N,Y,634.0,1971-1990,0.08,0.08,0.08,0.02,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.04,0.1,0.1,N,N,Y
A028633,N,R_01,N,Y,635.0,1971-1990,0.08,0.07,0.05,0.05,0.003333333,0.0002022,0.0002022,0.0002022,0.0002022,0.01,0.07,0.1,N,N,N
A028635,N,R_01,N,Y,636.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028636,N,R_01,N,Y,637.0,1971-1990,0.26,0.26,0.26,0.13,0.16,0.03,0.03,0.03,0.03,0.26,0.33,0.83,N,N,N
A028640,N,R_01,N,Y,638.0,1971-1990,0.46,0.46,0.46,0.46,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.46,0.46,N,N,Y
A028641,N,R_01,N,Y,639.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028642,N,R_01,N,Y,640.0,1971-1990,0.56,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A028643,N,R_01,N,Y,641.0,1971-1990,0.66,0.66,0.33,0.2,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.03,0.26,0.5,N,N,Y
A028647,N,R_01,N,Y,642.0,1971-1990,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A028648,N,R_01,N,Y,643.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0023785,0.0029614999999999997,0.0029614999999999997,0.0029155,0.0027235,0.0002022,0.0002022,N,N,N
A028649,N,R_01,N,Y,644.0,1971-1990,0.07,0.07,0.07,0.07,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.01,0.07,N,N,Y
A028650,N,R_01,N,Y,645.0,1971-1990,0.7,0.7,0.7,0.7,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.7,0.7,N,N,Y
A028651,N,R_01,N,Y,646.0,1971-1990,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A028653,N,R_01,N,Y,647.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028676,N,R_01,N,Y,649.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028715,N,R_01,N,Y,650.0,1971-1990,0.24,0.24,0.24,0.1,0.07,0.07,0.07,0.07,0.31,0.24,0.24,0.24,N,N,N
A028738,N,R_01,N,Y,651.0,1971-1990,0.23,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.55,0.3,N,N,Y
A028786,N,R_01,N,Y,652.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028787,N,R_01,N,Y,653.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,6.76,1.1,0.43,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A028925,N,R_01,N,Y,659.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A028926,N,R_01,N,Y,660.0,1971-1990,3.84,0.0002022,1.3,0.06,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A028927,N,R_01,N,Y,661.0,1971-1990,0.11,0.0002022,1.33,0.54,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.76,6.3,N,N,Y
A029202,N,R_01,N,Y,666.0,1971-1990,46.56,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A029203,N,R_01,N,Y,667.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A029401,N,R_01,N,Y,674.0,1971-1990,6.66,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A029480,N,R_01,N,Y,685.0,1971-1990,2.3,3.77,0.0002022,0.7,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A029595,N,R_01,N,Y,689.0,1971-1990,3.58,0.0002022,0.25,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.06,N,N,Y
A029719,N,R_01,N,Y,695.0,1971-1990,17.33,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A030349,N,R_01,N,Y,709.0,1991-PRESENT,3.84,0.0002022,1.3,0.06,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A030363,N,R_01,N,Y,712.0,1991-PRESENT,0.0002022,3.01,5.76,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A031059,N,R_01,N,Y,748.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.26,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A031060,N,R_01,N,Y,749.0,1991-PRESENT,2.93,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,5.7,N,N,Y
A031259,N,R_01,N,Y,759.0,1991-PRESENT,6.65,1.45,4.2,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.0,4.35,N,N,Y
A031435,N,R_01,N,Y,782.0,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
D029448,N,R_01,N,Y,682.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D029572,N,R_01,N,Y,688.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D030346,N,R_01,N,Y,711.0,1991-PRESENT,0.1,0.1,0.1,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.1,N,N,N
D030427,N,R_01,N,Y,715.0,1991-PRESENT,0.09,0.09,0.09,0.09,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.09,N,N,Y
D030969,N,R_01,N,Y,747.0,1991-PRESENT,0.18,0.17,0.13,0.01,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.07,0.17,0.2,N,N,Y
D030985,N,R_01,N,Y,750.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.0002022,0.0002022,N,N,N
D031146,N,R_01,N,Y,754.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.01,0.03,0.01,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
D031411,N,R_01,N,Y,773.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,7.4,0.66,N,N,Y
